Year,Watershed,Plot,Zone,Species,SppNum,Seq,Tag,Dbh,Vigor,AbvBmss,BlwBmss,TwotoTen,10Area,TwotoTenArea,ElevB,AnalysisCode
2006,1,14,2,FAGR,2,1087,6123,15.7,0,107.12,25.79,1.00,625.00,0.00,H,
2006,1,14,2,FAGR,2,1088,6124,16.7,5,32.26,4.18,1.00,625.00,0.00,H,
2006,1,14,2,ABBA,9,1089,6125,13.0,0,38.30,14.35,1.00,625.00,0.00,H,
2006,1,14,2,PIRU,10,1090,6126,18.8,5,27.12,5.24,1.00,625.00,0.00,H,
2006,1,14,2,FAGR,2,1091,6127,22.3,3,234.23,53.53,1.00,625.00,0.00,H,
2006,1,14,2,ACRU,13,1092,6128,26.1,3,556.52,101.97,1.00,625.00,0.00,H,
2006,1,14,2,PIRU,10,1093,6129,18.0,0,97.45,33.74,1.00,625.00,0.00,H,
2006,1,14,2,ABBA,9,1094,6130,20.7,0,122.10,39.78,1.00,625.00,0.00,H,
2006,1,14,2,PIRU,10,1095,6131,20.4,0,126.96,43.62,1.00,625.00,0.00,H,
2006,1,14,2,BEPA,11,1096,6132,16.4,3,123.44,26.89,1.00,625.00,0.00,H,
2006,1,14,2,ABBA,9,1097,6133,11.7,0,29.65,11.44,1.00,625.00,0.00,H,
2006,1,14,2,ACRU,13,1098,6134,17.2,0,195.08,41.30,1.00,625.00,0.00,H,
2006,1,14,2,ACRU,13,1099,6135,11.8,0,73.88,17.43,1.00,625.00,0.00,H,
2006,1,14,2,FAGR,2,1100,6136,10.4,3,41.40,10.58,1.00,625.00,0.00,H,
2006,1,14,2,ABBA,9,1101,6137,22.0,0,142.56,45.55,1.00,625.00,0.00,H,
2006,1,14,2,ACRU,13,1102,6138,16.4,0,172.73,37.12,1.00,625.00,0.00,H,
2006,1,14,2,PIRU,10,1103,6139,22.5,5,39.58,7.56,1.00,625.00,0.00,H,
2006,1,14,2,ABBA,9,1104,6140,11.1,0,26.11,10.22,1.00,625.00,0.00,H,
2006,1,14,2,PIRU,10,1105,6141,14.4,0,60.56,21.24,1.00,625.00,0.00,H,
2006,1,14,2,BEPA,11,1106,6142,14.5,4,65.52,4.81,1.00,625.00,0.00,H,
2006,1,14,2,BEPA,11,1107,6143,10.2,5,9.03,1.15,1.00,625.00,0.00,H,
2006,1,14,2,BEAL,3,1108,6144,17.9,0,155.02,33.50,1.00,625.00,0.00,H,
2006,1,14,2,FAGR,2,1109,6145,10.2,5,10.72,1.44,1.00,625.00,0.00,H,
2006,1,14,2,ABBA,9,1110,6146,11.7,0,29.65,11.44,1.00,625.00,0.00,H,
2006,1,14,2,ACRU,13,1111,6147,26.8,0,594.11,107.78,1.00,625.00,0.00,H,
2006,1,14,2,ACRU,13,1112,6148,20.6,0,308.25,61.50,1.00,625.00,0.00,H,
2006,1,14,2,ACRU,13,1113,6149,12.3,3,82.28,19.20,1.00,625.00,0.00,H,
2006,1,14,2,ACRU,13,1114,6150,20.2,0,293.37,58.93,1.00,625.00,0.00,H,
2006,1,14,2,ACRU,13,1115,6151,25.4,5,118.65,13.68,1.00,625.00,0.00,H,
2006,1,14,2,PIRU,10,1116,6152,10.2,0,28.88,10.29,1.00,625.00,0.00,H,
2006,1,14,2,ACRU,13,1117,6153,13.6,0,106.73,24.24,1.00,625.00,0.00,H,
2006,1,14,2,ACRU,13,1118,6154,16.9,0,186.51,39.71,1.00,625.00,0.00,H,
2006,1,14,2,ABBA,9,1119,6155,14.0,0,45.93,16.85,1.00,625.00,0.00,H,
2006,1,14,2,PIRU,10,1120,6156,10.6,0,31.37,11.16,1.00,625.00,0.00,H,
2006,1,14,2,ABBA,9,1121,6157,10.7,0,23.91,9.45,1.00,625.00,0.00,H,
2006,1,14,2,PIRU,10,1122,6158,13.0,0,48.64,17.15,1.00,625.00,0.00,H,
2006,1,14,2,ABBA,9,1123,6159,18.0,4,63.05,7.08,1.00,625.00,0.00,H,
2006,1,14,2,PIRU,10,1124,6160,30.6,0,294.14,98.19,1.00,625.00,0.00,H,
2006,1,14,2,ABBA,9,1125,6161,12.9,0,37.58,14.12,1.00,625.00,0.00,H,
2006,1,14,2,PIRU,10,1126,6162,37.6,0,444.95,146.16,1.00,625.00,0.00,H,
2006,1,14,2,FAGR,2,1127,6163,20.8,0,201.05,46.43,1.00,625.00,0.00,H,
2006,1,14,2,PIRU,10,1128,6164,14.6,0,62.38,21.86,1.00,625.00,0.00,H,
2006,1,14,2,BEPA,11,1129,6165,12.0,5,13.62,1.75,1.00,625.00,0.00,H,
2006,1,14,2,ABBA,9,1130,6166,10.7,4,16.49,2.29,1.00,625.00,0.00,H,
2006,1,14,2,PIRU,10,1131,6167,16.6,0,82.04,28.55,1.00,625.00,0.00,H,
2006,1,14,2,ABBA,9,1132,6168,11.5,4,19.81,2.67,1.00,625.00,0.00,H,
2006,1,14,2,ABBA,9,1133,6169,12.7,0,36.18,13.65,1.00,625.00,0.00,H,
2006,1,14,2,PIRU,10,1134,6170,22.0,0,148.78,50.86,1.00,625.00,0.00,H,
2006,1,14,2,ABBA,9,1135,6171,11.2,0,26.68,10.42,1.00,625.00,0.00,H,
2006,1,14,2,PIRU,10,1136,6172,16.4,0,79.95,27.84,1.00,625.00,0.00,H,
2006,1,14,2,BEAL,3,1137,6173,28.9,5,116.64,15.52,1.00,625.00,0.00,H,
2006,1,14,2,ABBA,9,1138,6174,11.2,0,26.68,10.42,1.00,625.00,0.00,H,
2006,1,14,2,PIRU,10,1139,6175,19.2,0,111.72,38.53,1.00,625.00,0.00,H,
2006,1,14,2,ABBA,9,1140,6176,21.3,4,98.14,10.28,1.00,625.00,0.00,H,
2006,1,14,2,ABBA,9,1141,6177,14.0,0,45.93,16.85,1.00,625.00,0.00,H,
2006,1,14,2,ABBA,9,1142,6178,10.5,0,22.86,9.07,1.00,625.00,0.00,H,
2006,1,14,2,ABBA,9,1143,6179,11.1,0,26.11,10.22,1.00,625.00,0.00,H,
2006,1,14,2,ABBA,9,1144,6180,10.0,0,20.35,8.18,1.00,625.00,0.00,H,
2006,1,14,2,PIRU,10,1145,6181,21.2,0,137.65,47.17,1.00,625.00,0.00,H,
2006,1,14,2,ACRU,13,1146,6182,22.5,5,91.16,10.57,1.00,625.00,0.00,H,
2006,1,14,2,ACRU,13,1147,6183,26.6,0,583.23,106.10,1.00,625.00,0.00,H,
2006,1,14,2,ACRU,13,1148,6184,21.3,0,335.29,66.13,1.00,625.00,0.00,H,
2006,1,14,2,PIRU,10,1149,6185,18.5,5,26.21,5.07,1.00,625.00,0.00,H,
2006,1,14,2,BEAL,3,1150,6186,14.8,4,67.95,4.98,1.00,625.00,0.00,H,
2006,1,14,2,ABBA,9,1151,6187,16.5,0,69.00,24.12,1.00,625.00,0.00,H,
2006,1,14,2,ACRU,13,1152,6188,15.0,5,36.40,4.31,1.00,625.00,0.00,H,
2006,1,14,2,ACRU,13,1153,6189,10.3,0,51.86,12.66,1.00,625.00,0.00,H,
2006,1,14,2,PIRU,10,1154,6190,17.2,0,88.48,30.72,1.00,625.00,0.00,H,
2006,1,14,2,ACRU,13,1155,6191,19.7,3,275.38,55.78,1.00,625.00,0.00,H,
2006,1,14,2,ACRU,13,1156,6192,23.8,0,442.63,83.92,1.00,625.00,0.00,H,
2006,1,14,2,ACRU,13,1157,6193,25.1,0,505.20,93.93,1.00,625.00,0.00,H,
2006,1,14,2,ACRU,13,1158,6194,22.2,0,371.99,72.31,1.00,625.00,0.00,H,
2006,1,14,2,ABBA,9,1159,6195,20.3,0,116.21,38.10,1.00,625.00,0.00,H,
2006,1,14,2,ABBA,9,1160,6196,11.9,5,7.54,1.69,1.00,625.00,0.00,H,
2006,1,14,2,ABBA,9,1161,6197,13.7,0,43.55,16.08,1.00,625.00,0.00,H,
2006,1,14,2,ABBA,9,1162,6198,13.7,0,43.55,16.08,1.00,625.00,0.00,H,
2006,1,14,2,ABBA,9,1163,6199,11.5,5,6.91,1.57,1.00,625.00,0.00,H,
2006,1,14,2,ABBA,9,1164,6200,14.2,0,47.56,17.38,1.00,625.00,0.00,H,
2006,1,14,2,ABBA,9,1165,6201,10.3,0,21.83,8.71,1.00,625.00,0.00,H,
2006,1,14,2,ACRU,13,1166,6202,12.4,0,84.03,19.57,1.00,625.00,0.00,H,
2006,1,14,2,BEAL,3,1167,6203,14.4,0,86.88,19.14,1.00,625.00,0.00,H,
2006,1,14,2,BEAL,3,1168,6204,12.3,0,56.84,12.67,1.00,625.00,0.00,H,
2006,1,14,2,ABBA,9,1169,6205,12.2,0,32.81,12.51,1.00,625.00,0.00,H,
2006,1,14,2,BEPA,11,1170,6206,20.1,4,145.61,10.68,1.00,625.00,0.00,H,
2006,1,14,2,ABBA,9,1171,6207,11.7,0,29.65,11.44,1.00,625.00,0.00,H,
2006,1,14,2,PIRU,10,1172,6208,37.5,0,442.61,145.43,1.00,625.00,0.00,H,
2006,1,14,2,PIRU,10,1173,6209,10.3,3,29.49,10.50,1.00,625.00,0.00,H,
2006,1,14,2,ACRU,13,1174,6210,19.1,0,254.64,52.12,1.00,625.00,0.00,H,
2006,1,14,2,ACRU,13,1175,6211,13.3,5,27.46,3.27,1.00,625.00,0.00,H,
2006,1,14,2,ACRU,13,1176,6212,25.2,0,510.21,94.72,1.00,625.00,0.00,H,
2006,1,14,2,ACRU,13,1177,6213,27.3,0,621.80,112.01,1.00,625.00,0.00,H,
2006,1,14,2,ACRU,13,1178,6214,18.5,0,234.84,48.57,1.00,625.00,0.00,H,
2006,1,14,2,ACRU,13,1179,6215,36.9,0,1293.64,206.48,1.00,625.00,0.00,H,
2006,1,14,2,ABBA,9,1180,6216,10.2,0,21.33,8.53,1.00,625.00,0.00,H,
2006,1,14,2,PIRU,10,1181,6217,12.6,0,45.48,16.06,1.00,625.00,0.00,H,
2006,1,14,2,PIRU,10,1182,6218,30.6,0,294.14,98.19,1.00,625.00,0.00,H,
2006,1,14,2,BEAL,3,1183,0,9.5,0,28.21,6.39,1.00,0.00,75.60,H,
2006,1,14,2,BEAL,3,1184,0,8.9,0,23.63,5.36,1.00,0.00,75.60,H,
2006,1,14,2,ABBA,9,1185,0,5.9,0,6.03,2.73,1.00,0.00,75.60,H,
2006,1,14,2,ABBA,9,1186,0,4.5,0,3.34,1.59,1.00,0.00,75.60,H,
2006,1,14,2,PIRU,10,1187,0,4.4,0,4.82,1.75,1.00,0.00,75.60,H,
2006,1,15,2,BEPA,11,1188,6219,10.8,0,41.76,9.38,1.00,625.00,0.00,H,
2006,1,15,2,BEPA,11,1189,6220,21.4,0,240.74,51.13,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1190,6221,11.6,0,29.04,11.23,1.00,625.00,0.00,H,
2006,1,15,2,BEPA,11,1191,6222,14.4,0,88.45,19.48,1.00,625.00,0.00,H,
2006,1,15,2,PIRU,10,1192,6223,19.1,0,110.49,38.12,1.00,625.00,0.00,H,
2006,1,15,2,PIRU,10,1193,6224,14.4,0,60.56,21.24,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1194,6225,20.0,5,29.04,5.24,1.00,625.00,0.00,H,
2006,1,15,2,BEPA,11,1195,6226,13.7,4,56.84,4.17,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1196,6227,10.0,0,20.35,8.18,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1197,6228,14.3,0,48.39,17.65,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1198,6229,11.2,0,26.68,10.42,1.00,625.00,0.00,H,
2006,1,15,2,ACRU,13,1199,6230,20.6,0,308.25,61.50,1.00,625.00,0.00,H,
2006,1,15,2,ACRU,13,1200,6231,28.7,5,153.94,17.65,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1201,6232,11.5,4,19.81,2.67,1.00,625.00,0.00,H,
2006,1,15,2,BEPA,11,1202,6233,15.5,4,77.33,5.67,1.00,625.00,0.00,H,
2006,1,15,2,BEPA,11,1203,6234,20.4,4,150.86,11.07,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1204,6235,15.0,0,54.45,19.58,1.00,625.00,0.00,H,
2006,1,15,2,PIRU,10,1205,6236,10.0,0,27.67,9.87,1.00,625.00,0.00,H,
2006,1,15,2,BEAL,3,1206,6237,15.3,4,74.05,5.43,1.00,625.00,0.00,H,
2006,1,15,2,BEAL,3,1207,6238,12.1,4,40.16,2.94,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1208,6239,15.3,0,57.19,20.45,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1209,6240,12.2,0,32.81,12.51,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1210,6241,12.2,0,32.81,12.51,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1211,6242,15.5,0,59.06,21.04,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1212,6243,13.1,0,39.02,14.59,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1213,6244,13.9,0,45.12,16.59,1.00,625.00,0.00,H,
2006,1,15,2,BEPA,11,1214,6245,10.5,0,38.77,8.72,1.00,625.00,0.00,H,
2006,1,15,2,PIRU,10,1215,6246,21.8,3,145.96,49.92,1.00,625.00,0.00,H,
2006,1,15,2,BEAL,3,1216,6247,14.8,4,67.95,4.98,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1217,6248,17.4,0,78.80,27.11,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1218,6249,12.1,0,32.16,12.30,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1219,6250,10.6,0,23.38,9.26,1.00,625.00,0.00,H,
2006,1,15,2,PIRU,10,1220,6251,10.8,5,8.23,1.65,1.00,625.00,0.00,H,
2006,1,15,2,PIRU,10,1221,6252,27.0,0,227.68,76.72,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1222,6253,14.0,0,45.93,16.85,1.00,625.00,0.00,H,
2006,1,15,2,ACRU,13,1223,6254,16.2,0,167.39,36.11,1.00,625.00,0.00,H,
2006,1,15,2,ACRU,13,1224,6255,29.5,0,752.08,131.47,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1225,6256,19.1,0,99.61,33.29,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1226,6257,17.5,0,79.93,27.45,1.00,625.00,0.00,H,
2006,1,15,2,BEAL,3,1227,6258,11.8,4,37.60,2.76,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1228,6259,13.9,0,45.12,16.59,1.00,625.00,0.00,H,
2006,1,15,2,BEAL,3,1229,6260,10.8,4,29.76,2.18,1.00,625.00,0.00,H,
2006,1,15,2,BEAL,3,1230,6261,14.8,4,67.95,4.98,1.00,625.00,0.00,H,
2006,1,15,2,BEPA,11,1231,6262,16.0,5,27.70,3.60,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1232,6263,12.0,0,31.52,12.08,1.00,625.00,0.00,H,
2006,1,15,2,BEPA,11,1233,6264,16.7,4,92.94,6.82,1.00,625.00,0.00,H,
2006,1,15,2,FAGR,2,1234,6265,17.9,0,144.01,34.01,1.00,625.00,0.00,H,
2006,1,15,2,BEPA,11,1235,6266,16.0,4,83.65,6.14,1.00,625.00,0.00,H,
2006,1,15,2,ACRU,13,1236,6267,13.6,0,106.73,24.24,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1237,6268,10.6,0,23.38,9.26,1.00,625.00,0.00,H,
2006,1,15,2,PIRU,10,1238,6269,32.7,0,336.47,111.75,1.00,625.00,0.00,H,
2006,1,15,2,BEPA,11,1239,6270,30.8,4,391.45,28.65,1.00,625.00,0.00,H,
2006,1,15,2,PIRU,10,1240,6271,15.2,0,67.98,23.77,1.00,625.00,0.00,H,
2006,1,15,2,BEAL,3,1241,6272,14.4,4,63.29,4.64,1.00,625.00,0.00,H,
2006,1,15,2,ACRU,13,1242,6273,12.5,0,85.80,19.94,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1243,6274,16.1,4,47.12,5.54,1.00,625.00,0.00,H,
2006,1,15,2,BEPA,11,1244,6275,21.2,4,165.33,12.13,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1245,6276,12.8,0,36.88,13.88,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1246,6277,18.3,0,89.43,30.29,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1247,6278,16.8,0,72.17,25.10,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1248,6279,11.0,0,25.55,10.02,1.00,625.00,0.00,H,
2006,1,15,2,BEPA,11,1249,6280,18.0,4,111.60,8.19,1.00,625.00,0.00,H,
2006,1,15,2,ACRU,13,1250,6281,12.7,0,89.40,20.69,1.00,625.00,0.00,H,
2006,1,15,2,SOAM,12,1251,6282,10.9,0,43.12,8.16,1.00,625.00,0.00,H,
2006,1,15,2,PIRU,10,1252,6283,11.6,0,38.08,13.50,1.00,625.00,0.00,H,
2006,1,15,2,ACRU,13,1253,6284,18.0,0,219.04,45.71,1.00,625.00,0.00,H,
2006,1,15,2,BEPA,11,1254,6285,15.8,4,81.09,5.95,1.00,625.00,0.00,H,
2006,1,15,2,BEPA,11,1255,6286,18.3,4,116.17,8.52,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1256,6287,21.1,0,128.18,41.51,1.00,625.00,0.00,H,
2006,1,15,2,PIRU,10,1257,6288,14.0,4,41.44,4.86,1.00,625.00,0.00,H,
2006,1,15,2,BEPA,11,1258,6289,18.7,4,122.41,8.98,1.00,625.00,0.00,H,
2006,1,15,2,ACRU,13,1259,6290,19.8,0,278.92,56.40,1.00,625.00,0.00,H,
2006,1,15,2,ACRU,13,1260,6291,15.0,0,137.39,30.33,1.00,625.00,0.00,H,
2006,1,15,2,BEPA,11,1261,6292,18.6,4,120.83,8.87,1.00,625.00,0.00,H,
2006,1,15,2,BEPA,11,1262,6293,23.6,5,69.32,9.14,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1263,6294,11.6,0,29.04,11.23,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1264,6295,10.5,0,22.86,9.07,1.00,625.00,0.00,H,
2006,1,15,2,FAGR,2,1265,6296,13.5,0,75.86,18.67,1.00,625.00,0.00,H,
2006,1,15,2,BEPA,11,1266,6297,23.1,4,202.42,14.84,1.00,625.00,0.00,H,
2006,1,15,2,BEPA,11,1267,6298,11.2,4,34.09,2.50,1.00,625.00,0.00,H,
2006,1,15,2,BEPA,11,1268,6299,10.8,5,10.44,1.33,1.00,625.00,0.00,H,
2006,1,15,2,PIRU,10,1269,6300,18.7,0,105.65,36.50,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1270,6301,15.2,0,56.26,20.16,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1271,6302,13.5,0,42.00,15.57,1.00,625.00,0.00,H,
2006,1,15,2,FAGR,2,1272,6303,10.3,0,40.47,10.35,1.00,625.00,0.00,H,
2006,1,15,2,BEAL,3,1273,6304,13.6,0,74.52,16.49,1.00,625.00,0.00,H,
2006,1,15,2,PIRU,10,1274,6305,11.2,0,35.31,12.53,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1275,6306,16.2,0,65.91,23.17,1.00,625.00,0.00,H,
2006,1,15,2,BEAL,3,1276,6307,12.0,0,53.18,11.88,1.00,625.00,0.00,H,
2006,1,15,2,PIRU,10,1277,6308,10.7,0,32.01,11.38,1.00,625.00,0.00,H,
2006,1,15,2,BEAL,3,1278,6309,17.0,4,97.08,7.12,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1279,6310,13.0,0,38.30,14.35,1.00,625.00,0.00,H,
2006,1,15,2,ACRU,13,1280,6311,18.3,4,170.89,11.50,1.00,625.00,0.00,H,
2006,1,15,2,ACRU,13,1281,6312,17.3,0,197.99,41.84,1.00,625.00,0.00,H,
2006,1,15,2,ACRU,13,1282,6313,14.8,0,132.73,29.42,1.00,625.00,0.00,H,
2006,1,15,2,PIRU,10,1283,6314,22.2,0,151.62,51.80,1.00,625.00,0.00,H,
2006,1,15,2,FAGR,2,1284,6315,24.5,4,214.29,15.70,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1285,6316,11.9,0,30.89,11.86,1.00,625.00,0.00,H,
2006,1,15,2,ACRU,13,1286,6317,14.9,0,135.05,29.87,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1287,6318,13.8,3,44.33,16.34,1.00,625.00,0.00,H,
2006,1,15,2,ACRU,13,1288,6319,17.8,0,212.90,44.59,1.00,625.00,0.00,H,
2006,1,15,2,ACRU,13,1289,6320,11.3,0,66.01,15.75,1.00,625.00,0.00,H,
2006,1,15,2,ACRU,13,1290,6321,13.5,3,104.71,23.83,1.00,625.00,0.00,H,
2006,1,15,2,ABBA,9,1291,0,3.1,0,1.53,0.77,1.00,0.00,74.70,H,
2006,1,15,2,ABBA,9,1292,0,7.5,0,10.38,4.47,1.00,0.00,74.70,H,
2006,1,15,2,ABBA,9,1293,0,9.4,0,17.57,7.18,1.00,0.00,74.70,H,
2006,1,15,2,ABBA,9,1294,0,6.0,0,6.26,2.83,1.00,0.00,74.70,H,
2006,1,15,2,ABBA,9,1295,0,8.0,0,12.05,5.11,1.00,0.00,74.70,H,
2006,1,15,2,ABBA,9,1296,0,3.4,0,1.85,0.92,1.00,0.00,74.70,H,
2006,1,15,2,ABBA,9,1297,0,3.5,0,1.97,0.97,1.00,0.00,74.70,H,
2006,1,15,2,ABBA,9,1298,0,5.1,0,4.37,2.04,1.00,0.00,74.70,H,
2006,1,15,2,ABBA,9,1299,0,6.1,0,6.50,2.92,1.00,0.00,74.70,H,
2006,1,15,2,ABBA,9,1300,0,4.2,0,2.88,1.38,1.00,0.00,74.70,H,
2006,1,15,2,PIRU,10,1301,0,4.6,0,5.29,1.92,1.00,0.00,74.70,H,
2006,1,15,2,PIRU,10,1302,0,6.1,0,9.60,3.47,1.00,0.00,74.70,H,
2006,1,15,2,BEPA,11,1303,0,6.5,0,10.81,2.48,1.00,0.00,74.70,H,
2006,1,15,2,ACRU,13,1304,0,4.0,0,4.39,1.27,1.00,0.00,74.70,H,
2006,1,15,2,ACRU,13,1305,0,6.4,0,14.94,4.02,1.00,0.00,74.70,H,
2006,1,16,2,PIRU,10,1306,6322,11.3,0,35.99,12.77,1.00,625.00,0.00,H,
2006,1,16,2,ABBA,9,1307,6323,31.8,5,99.77,14.78,1.00,625.00,0.00,H,
2006,1,16,2,PIRU,10,1308,6324,26.6,0,220.78,74.48,1.00,625.00,0.00,H,
2006,1,16,2,ABBA,9,1309,6325,13.4,0,41.25,15.33,1.00,625.00,0.00,H,
2006,1,16,2,ACRU,13,1310,6326,21.0,0,323.54,64.12,1.00,625.00,0.00,H,
2006,1,16,2,ACRU,13,1311,6327,21.5,0,343.26,67.48,1.00,625.00,0.00,H,
2006,1,16,2,ACRU,13,1312,6328,18.1,0,222.15,46.27,1.00,625.00,0.00,H,
2006,1,16,2,ACRU,13,1313,6329,22.1,4,264.82,17.37,1.00,625.00,0.00,H,
2006,1,16,2,FAGR,2,1314,6330,23.5,0,262.52,59.53,1.00,625.00,0.00,H,
2006,1,16,2,PIRU,10,1315,6331,24.1,0,179.96,61.14,1.00,625.00,0.00,H,
2006,1,16,2,FAGR,2,1316,6332,20.9,0,203.19,46.89,1.00,625.00,0.00,H,
2006,1,16,2,ACSA,1,1317,6333,11.1,0,50.78,12.42,1.00,625.00,0.00,H,
2006,1,16,2,ACSP,5,1318,6334,13.3,5,13.96,1.67,1.00,625.00,0.00,H,
2006,1,16,2,ABBA,9,1319,6335,11.6,0,29.04,11.23,1.00,625.00,0.00,H,
2006,1,16,2,BEPA,11,1320,6336,12.0,5,13.62,1.75,1.00,625.00,0.00,H,
2006,1,16,2,BEPA,11,1321,6337,27.3,4,297.94,21.83,1.00,625.00,0.00,H,
2006,1,16,2,PIRU,10,1322,6338,13.2,0,50.26,17.70,1.00,625.00,0.00,H,
2006,1,16,2,FAGR,2,1323,6339,22.7,0,243.49,55.50,1.00,625.00,0.00,H,
2006,1,16,2,ACRU,13,1324,6340,21.4,0,339.26,66.80,1.00,625.00,0.00,H,
2006,1,16,2,ACSP,5,1325,6341,14.2,0,88.10,13.21,1.00,625.00,0.00,H,
2006,1,16,2,PIRU,10,1326,6342,17.3,0,89.58,31.09,1.00,625.00,0.00,H,
2006,1,16,2,BEPA,11,1327,6343,13.3,4,52.76,3.87,1.00,625.00,0.00,H,
2006,1,16,2,ABBA,9,1328,6344,15.6,0,60.01,21.34,1.00,625.00,0.00,H,
2006,1,16,2,PIRU,10,1329,6345,13.5,0,52.74,18.56,1.00,625.00,0.00,H,
2006,1,16,2,BEAL,3,1330,6346,21.2,4,169.61,12.44,1.00,625.00,0.00,H,
2006,1,16,2,ABBA,9,1331,6347,15.5,0,59.06,21.04,1.00,625.00,0.00,H,
2006,1,16,2,ACSP,5,1332,6348,13.6,0,78.38,12.21,1.00,625.00,0.00,H,
2006,1,16,2,BEPA,11,1333,6349,19.7,4,138.77,10.18,1.00,625.00,0.00,H,
2006,1,16,2,BEPA,11,1334,6350,19.3,4,132.09,9.69,1.00,625.00,0.00,H,
2006,1,16,2,PIRU,10,1335,6351,28.9,0,261.78,87.77,1.00,625.00,0.00,H,
2006,1,16,2,BEPA,11,1336,6352,18.2,4,114.64,8.41,1.00,625.00,0.00,H,
2006,1,16,2,PIRU,10,1337,6353,11.4,0,36.68,13.01,1.00,625.00,0.00,H,
2006,1,16,2,ABBA,9,1338,6354,16.2,0,65.91,23.17,1.00,625.00,0.00,H,
2006,1,16,2,ABBA,9,1339,6355,14.8,0,52.67,19.02,1.00,625.00,0.00,H,
2006,1,16,2,BEPA,11,1340,6356,11.8,4,38.95,2.86,1.00,625.00,0.00,H,
2006,1,16,2,BEPA,11,1341,6357,11.8,4,38.95,2.86,1.00,625.00,0.00,H,
2006,1,16,2,BEPA,11,1342,6358,15.7,4,79.83,5.86,1.00,625.00,0.00,H,
2006,1,16,2,PIRU,10,1343,6359,16.5,0,80.99,28.19,1.00,625.00,0.00,H,
2006,1,16,2,ABBA,9,1344,6360,10.7,0,23.91,9.45,1.00,625.00,0.00,H,
2006,1,16,2,ACSP,5,1345,6361,15.0,0,102.20,14.58,1.00,625.00,0.00,H,
2006,1,16,2,BEPA,11,1346,6362,10.1,5,8.81,1.12,1.00,625.00,0.00,H,
2006,1,16,2,BEPA,11,1347,6363,11.7,0,51.54,11.52,1.00,625.00,0.00,H,
2006,1,16,2,BEPA,11,1348,6364,19.0,4,127.20,9.33,1.00,625.00,0.00,H,
2006,1,16,2,BEAL,3,1349,6365,17.4,4,103.02,7.56,1.00,625.00,0.00,H,
2006,1,16,2,BEAL,3,1350,6366,36.0,4,606.86,44.33,1.00,625.00,0.00,H,
2006,1,16,2,PIRU,10,1351,6367,12.4,0,43.95,15.53,1.00,625.00,0.00,H,
2006,1,16,2,FAGR,2,1352,6368,15.3,0,101.02,24.42,1.00,625.00,0.00,H,
2006,1,16,2,FAGR,2,1353,6369,34.1,0,576.32,123.54,1.00,625.00,0.00,H,
2006,1,16,2,FAGR,2,1354,6370,19.5,0,174.31,40.65,1.00,625.00,0.00,H,
2006,1,16,2,ACRU,13,1355,6371,27.2,3,616.20,111.16,1.00,625.00,0.00,H,
2006,1,16,2,PIRU,10,1356,6372,11.9,0,40.23,14.24,1.00,625.00,0.00,H,
2006,1,16,2,FAGR,2,1357,6373,33.9,0,569.40,122.16,1.00,625.00,0.00,H,
2006,1,16,2,BEPA,11,1358,6374,19.6,4,137.08,10.06,1.00,625.00,0.00,H,
2006,1,16,2,ACSA,1,1359,6375,18.1,4,138.99,9.46,1.00,625.00,0.00,H,
